"","Municipi","Districte","Secció","Indicadores de renta media y mediana","Periodo","Renda"
"1392","Castellbell i el Vilar",1,2,"Renta neta media por persona",2022,13991
"1393","Castellbisbal",1,1,"Renta neta media por persona",2022,15993
"1394","Castellbisbal",1,2,"Renta neta media por persona",2022,14666
"1395","Castellbisbal",1,3,"Renta neta media por persona",2022,15538
"1396","Castellbisbal",1,4,"Renta neta media por persona",2022,17246
"1397","Castellbisbal",1,5,"Renta neta media por persona",2022,15994
"1398","Castellbisbal",1,6,"Renta neta media por persona",2022,14966
"1399","Castellcir",1,1,"Renta neta media por persona",2022,16449
"1400","Castelldefels",1,1,"Renta neta media por persona",2022,11298
"1401","Castelldefels",1,2,"Renta neta media por persona",2022,12699
"1402","Castelldefels",1,3,"Renta neta media por persona",2022,19457
"1403","Castelldefels",1,4,"Renta neta media por persona",2022,12876
"1404","Castelldefels",1,5,"Renta neta media por persona",2022,12365
"1405","Castelldefels",1,6,"Renta neta media por persona",2022,14575
"1406","Castelldefels",1,7,"Renta neta media por persona",2022,18541
"1407","Castelldefels",1,8,"Renta neta media por persona",2022,19982
"1408","Castelldefels",1,9,"Renta neta media por persona",2022,13245
"1409","Castelldefels",1,10,"Renta neta media por persona",2022,16838
"1410","Castelldefels",2,1,"Renta neta media por persona",2022,14342
"1411","Castelldefels",2,2,"Renta neta media por persona",2022,15300
"1412","Castelldefels",2,3,"Renta neta media por persona",2022,13934
"1413","Castelldefels",2,4,"Renta neta media por persona",2022,16572
"1414","Castelldefels",2,5,"Renta neta media por persona",2022,20173
"1415","Castelldefels",2,6,"Renta neta media por persona",2022,14527
"1416","Castelldefels",2,7,"Renta neta media por persona",2022,12949
"1417","Castelldefels",3,1,"Renta neta media por persona",2022,12282
"1418","Castelldefels",3,2,"Renta neta media por persona",2022,23293
"1419","Castelldefels",3,3,"Renta neta media por persona",2022,13491
"1420","Castelldefels",3,4,"Renta neta media por persona",2022,19255
"1421","Castelldefels",3,5,"Renta neta media por persona",2022,23131
"1422","Castelldefels",3,6,"Renta neta media por persona",2022,23036
"1423","Castelldefels",4,1,"Renta neta media por persona",2022,21939
"1424","Castelldefels",4,2,"Renta neta media por persona",2022,19744
"1425","Castelldefels",4,3,"Renta neta media por persona",2022,21275
"1426","Castelldefels",4,4,"Renta neta media por persona",2022,18360
"1427","Castelldefels",4,5,"Renta neta media por persona",2022,23070
"1428","Castelldefels",4,6,"Renta neta media por persona",2022,17676
"1429","Castelldefels",4,7,"Renta neta media por persona",2022,17743
"1430","Castelldefels",5,1,"Renta neta media por persona",2022,16660
"1431","Castelldefels",5,2,"Renta neta media por persona",2022,22537
"1432","Castelldefels",5,3,"Renta neta media por persona",2022,18359
"1433","Castelldefels",5,4,"Renta neta media por persona",2022,22537
"1434","Castelldefels",5,5,"Renta neta media por persona",2022,21245
"1435","Castelldefels",5,6,"Renta neta media por persona",2022,20999
"1436","Castelldefels",5,7,"Renta neta media por persona",2022,18740
"1437","Castell de l'Areny",1,1,"Renta neta media por persona",2022,17217
"1438","Castellet i la Gornal",1,1,"Renta neta media por persona",2022,14505
"1439","Castellfollit del Boix",1,1,"Renta neta media por persona",2022,17782
"1440","Castellfollit de Riubregós",1,1,"Renta neta media por persona",2022,15586
"1441","Castellgalí",1,1,"Renta neta media por persona",2022,15199
"1442","Castellnou de Bages",1,1,"Renta neta media por persona",2022,17077
"1443","Castellolí",1,1,"Renta neta media por persona",2022,18610
"1444","Castellterçol",1,1,"Renta neta media por persona",2022,14130
"1445","Castellterçol",1,2,"Renta neta media por persona",2022,15801
"1446","Castellví de la Marca",1,1,"Renta neta media por persona",2022,14750
"1447","Castellví de Rosanes",1,1,"Renta neta media por persona",2022,17767
"1448","Centelles",1,1,"Renta neta media por persona",2022,15867
"1449","Centelles",1,2,"Renta neta media por persona",2022,15104
"1450","Centelles",1,3,"Renta neta media por persona",2022,15381
"1451","Centelles",1,4,"Renta neta media por persona",2022,15001
"1452","Cervelló",1,1,"Renta neta media por persona",2022,16438
"1453","Cervelló",1,2,"Renta neta media por persona",2022,16343
"1454","Cervelló",1,3,"Renta neta media por persona",2022,17927
"1455","Cervelló",1,4,"Renta neta media por persona",2022,18143
"1456","Cervelló",1,5,"Renta neta media por persona",2022,18392
"1457","Collbató",1,1,"Renta neta media por persona",2022,20453
"1458","Collbató",1,3,"Renta neta media por persona",2022,17747
"1459","Collbató",1,4,"Renta neta media por persona",2022,22386
"1460","Collsuspina",1,1,"Renta neta media por persona",2022,14293
"1461","Copons",1,1,"Renta neta media por persona",2022,16412
"1462","Corbera de Llobregat",1,1,"Renta neta media por persona",2022,16801
"1463","Corbera de Llobregat",1,2,"Renta neta media por persona",2022,16265
"1464","Corbera de Llobregat",1,3,"Renta neta media por persona",2022,13043
"1465","Corbera de Llobregat",1,4,"Renta neta media por persona",2022,21066
"1466","Corbera de Llobregat",1,5,"Renta neta media por persona",2022,16959
"1467","Corbera de Llobregat",1,6,"Renta neta media por persona",2022,16439
"1468","Corbera de Llobregat",1,7,"Renta neta media por persona",2022,21009
"1469","Corbera de Llobregat",1,8,"Renta neta media por persona",2022,20262
"1470","Corbera de Llobregat",1,9,"Renta neta media por persona",2022,16826
"1471","Corbera de Llobregat",1,10,"Renta neta media por persona",2022,16686
"1472","Corbera de Llobregat",1,11,"Renta neta media por persona",2022,16517
"1473","Cornellà de Llobregat",1,1,"Renta neta media por persona",2022,15727
"1474","Cornellà de Llobregat",1,2,"Renta neta media por persona",2022,17028
"1475","Cornellà de Llobregat",1,3,"Renta neta media por persona",2022,13841
"1476","Cornellà de Llobregat",1,4,"Renta neta media por persona",2022,15628
"1477","Cornellà de Llobregat",1,5,"Renta neta media por persona",2022,15410
"1478","Cornellà de Llobregat",1,6,"Renta neta media por persona",2022,16533
"1479","Cornellà de Llobregat",1,7,"Renta neta media por persona",2022,18206
"1480","Cornellà de Llobregat",1,8,"Renta neta media por persona",2022,16096
"1481","Cornellà de Llobregat",1,9,"Renta neta media por persona",2022,15239
"1482","Cornellà de Llobregat",1,10,"Renta neta media por persona",2022,15979
"1483","Cornellà de Llobregat",1,11,"Renta neta media por persona",2022,13519
"1484","Cornellà de Llobregat",1,12,"Renta neta media por persona",2022,13197
"1485","Cornellà de Llobregat",1,13,"Renta neta media por persona",2022,15564
"1486","Cornellà de Llobregat",1,14,"Renta neta media por persona",2022,17383
"1487","Cornellà de Llobregat",2,1,"Renta neta media por persona",2022,17195
"1488","Cornellà de Llobregat",2,2,"Renta neta media por persona",2022,14735
"1489","Cornellà de Llobregat",2,3,"Renta neta media por persona",2022,18143
"1490","Cornellà de Llobregat",2,4,"Renta neta media por persona",2022,17233
"1491","Cornellà de Llobregat",3,1,"Renta neta media por persona",2022,16109
"1492","Cornellà de Llobregat",3,2,"Renta neta media por persona",2022,12885
"1493","Cornellà de Llobregat",3,3,"Renta neta media por persona",2022,13533
"1494","Cornellà de Llobregat",3,4,"Renta neta media por persona",2022,19909
"1495","Cornellà de Llobregat",3,5,"Renta neta media por persona",2022,17218
"1496","Cornellà de Llobregat",3,6,"Renta neta media por persona",2022,15715
"1497","Cornellà de Llobregat",3,7,"Renta neta media por persona",2022,14276
"1498","Cornellà de Llobregat",3,8,"Renta neta media por persona",2022,14838
"1499","Cornellà de Llobregat",3,9,"Renta neta media por persona",2022,12200
"1500","Cornellà de Llobregat",3,10,"Renta neta media por persona",2022,16914
"1501","Cornellà de Llobregat",4,1,"Renta neta media por persona",2022,15657
"1502","Cornellà de Llobregat",4,2,"Renta neta media por persona",2022,14209
"1503","Cornellà de Llobregat",4,3,"Renta neta media por persona",2022,15800
"1504","Cornellà de Llobregat",4,4,"Renta neta media por persona",2022,12400
"1505","Cornellà de Llobregat",4,5,"Renta neta media por persona",2022,13877
"1506","Cornellà de Llobregat",4,6,"Renta neta media por persona",2022,13120
"1507","Cornellà de Llobregat",4,7,"Renta neta media por persona",2022,12898
"1508","Cornellà de Llobregat",4,8,"Renta neta media por persona",2022,13962
"1509","Cornellà de Llobregat",4,9,"Renta neta media por persona",2022,13353
"1510","Cornellà de Llobregat",4,10,"Renta neta media por persona",2022,13573
"1511","Cornellà de Llobregat",4,11,"Renta neta media por persona",2022,13618
"1512","Cornellà de Llobregat",4,12,"Renta neta media por persona",2022,13748
"1513","Cornellà de Llobregat",4,13,"Renta neta media por persona",2022,14360
"1514","Cornellà de Llobregat",4,14,"Renta neta media por persona",2022,14867
"1515","Cornellà de Llobregat",4,15,"Renta neta media por persona",2022,14113
"1516","Cornellà de Llobregat",4,16,"Renta neta media por persona",2022,14023
"1517","Cornellà de Llobregat",4,17,"Renta neta media por persona",2022,13386
"1518","Cornellà de Llobregat",4,18,"Renta neta media por persona",2022,13326
"1519","Cornellà de Llobregat",4,19,"Renta neta media por persona",2022,13108
"1520","Cornellà de Llobregat",5,1,"Renta neta media por persona",2022,10482
"1521","Cornellà de Llobregat",5,2,"Renta neta media por persona",2022,9421
"1522","Cornellà de Llobregat",5,3,"Renta neta media por persona",2022,10844
"1523","Cornellà de Llobregat",5,5,"Renta neta media por persona",2022,10166
"1524","Cornellà de Llobregat",5,6,"Renta neta media por persona",2022,11862
"1525","Cornellà de Llobregat",5,7,"Renta neta media por persona",2022,9430
"1526","Cornellà de Llobregat",5,8,"Renta neta media por persona",2022,8960
"1527","Cornellà de Llobregat",5,9,"Renta neta media por persona",2022,15349
"1528","Cornellà de Llobregat",5,10,"Renta neta media por persona",2022,11330
"1529","Cornellà de Llobregat",6,1,"Renta neta media por persona",2022,9925
"1530","Cornellà de Llobregat",6,4,"Renta neta media por persona",2022,11623
"1531","Cornellà de Llobregat",6,5,"Renta neta media por persona",2022,10410
"1532","Cornellà de Llobregat",6,7,"Renta neta media por persona",2022,11820
"1533","Cornellà de Llobregat",6,8,"Renta neta media por persona",2022,10355
"1534","Cornellà de Llobregat",6,9,"Renta neta media por persona",2022,13375
"1535","Cornellà de Llobregat",6,10,"Renta neta media por persona",2022,9727
"1536","Cornellà de Llobregat",6,13,"Renta neta media por persona",2022,10326
"1537","Cornellà de Llobregat",6,14,"Renta neta media por persona",2022,10562
"1538","Cornellà de Llobregat",6,15,"Renta neta media por persona",2022,15862
"1539","Cubelles",1,1,"Renta neta media por persona",2022,13185
"1540","Cubelles",1,2,"Renta neta media por persona",2022,14105
"1541","Cubelles",1,3,"Renta neta media por persona",2022,15869
"1542","Cubelles",1,4,"Renta neta media por persona",2022,14723
"1543","Cubelles",1,5,"Renta neta media por persona",2022,18692
"1544","Cubelles",1,6,"Renta neta media por persona",2022,14407
"1545","Cubelles",1,7,"Renta neta media por persona",2022,15463
"1546","Cubelles",1,8,"Renta neta media por persona",2022,15973
"1547","Cubelles",1,9,"Renta neta media por persona",2022,13780
"1548","Cubelles",1,10,"Renta neta media por persona",2022,15193
"1549","Dosrius",1,1,"Renta neta media por persona",2022,16578
"1550","Dosrius",1,2,"Renta neta media por persona",2022,15219
"1551","Dosrius",1,3,"Renta neta media por persona",2022,15951
"1552","Esparreguera",1,1,"Renta neta media por persona",2022,14460
"1553","Esparreguera",1,2,"Renta neta media por persona",2022,14853
"1554","Esparreguera",1,3,"Renta neta media por persona",2022,15102
"1555","Esparreguera",1,4,"Renta neta media por persona",2022,15308
"1556","Esparreguera",1,5,"Renta neta media por persona",2022,14115
"1557","Esparreguera",1,6,"Renta neta media por persona",2022,18024
"1558","Esparreguera",2,1,"Renta neta media por persona",2022,13584
"1559","Esparreguera",2,2,"Renta neta media por persona",2022,15955
"1560","Esparreguera",2,3,"Renta neta media por persona",2022,15967
"1561","Esparreguera",2,4,"Renta neta media por persona",2022,16863
"1562","Esparreguera",2,5,"Renta neta media por persona",2022,12948
"1563","Esplugues de Llobregat",1,1,"Renta neta media por persona",2022,23981
"1564","Esplugues de Llobregat",1,2,"Renta neta media por persona",2022,16098
"1565","Esplugues de Llobregat",1,3,"Renta neta media por persona",2022,18706
"1566","Esplugues de Llobregat",1,4,"Renta neta media por persona",2022,16034
"1567","Esplugues de Llobregat",1,5,"Renta neta media por persona",2022,17230
"1568","Esplugues de Llobregat",2,1,"Renta neta media por persona",2022,18286
"1569","Esplugues de Llobregat",2,2,"Renta neta media por persona",2022,13880
"1570","Esplugues de Llobregat",2,3,"Renta neta media por persona",2022,14541
"1571","Esplugues de Llobregat",2,4,"Renta neta media por persona",2022,15945
"1572","Esplugues de Llobregat",2,5,"Renta neta media por persona",2022,15957
"1573","Esplugues de Llobregat",2,6,"Renta neta media por persona",2022,18705
"1574","Esplugues de Llobregat",3,1,"Renta neta media por persona",2022,17934
"1575","Esplugues de Llobregat",3,2,"Renta neta media por persona",2022,15145
"1576","Esplugues de Llobregat",4,1,"Renta neta media por persona",2022,28369
"1577","Esplugues de Llobregat",5,1,"Renta neta media por persona",2022,34765
"1578","Esplugues de Llobregat",7,1,"Renta neta media por persona",2022,30183
"1579","Esplugues de Llobregat",8,1,"Renta neta media por persona",2022,16466
"1580","Esplugues de Llobregat",8,2,"Renta neta media por persona",2022,16218
"1581","Esplugues de Llobregat",9,1,"Renta neta media por persona",2022,15951
"1582","Esplugues de Llobregat",9,2,"Renta neta media por persona",2022,17577
"1583","Esplugues de Llobregat",10,1,"Renta neta media por persona",2022,14005
"1584","Esplugues de Llobregat",10,2,"Renta neta media por persona",2022,14893
"1585","Esplugues de Llobregat",10,3,"Renta neta media por persona",2022,13340
"1586","Esplugues de Llobregat",10,4,"Renta neta media por persona",2022,10248
"1587","Esplugues de Llobregat",10,5,"Renta neta media por persona",2022,10447
"1588","Esplugues de Llobregat",10,6,"Renta neta media por persona",2022,12512
"1589","Esplugues de Llobregat",10,7,"Renta neta media por persona",2022,13557
"1590","Esplugues de Llobregat",10,8,"Renta neta media por persona",2022,10568
"1591","l'Espunyola",1,1,"Renta neta media por persona",2022,16032
"1592","l'Estany",1,1,"Renta neta media por persona",2022,16123
"1593","Fígols",1,1,"Renta neta media por persona",2022,17217
"1594","Fogars de Montclús",1,1,"Renta neta media por persona",2022,14644
"1595","Fogars de la Selva",1,1,"Renta neta media por persona",2022,14307
"1596","Folgueroles",1,1,"Renta neta media por persona",2022,17490
"1597","Fonollosa",1,1,"Renta neta media por persona",2022,16381
"1598","Font-rubí",1,1,"Renta neta media por persona",2022,15421
"1599","les Franqueses del Vallès",1,1,"Renta neta media por persona",2022,18083
"1600","les Franqueses del Vallès",1,2,"Renta neta media por persona",2022,10545
"1601","les Franqueses del Vallès",1,3,"Renta neta media por persona",2022,10962
"1602","les Franqueses del Vallès",1,4,"Renta neta media por persona",2022,14640
"1603","les Franqueses del Vallès",1,5,"Renta neta media por persona",2022,14006
"1604","les Franqueses del Vallès",1,6,"Renta neta media por persona",2022,16195
"1605","les Franqueses del Vallès",1,7,"Renta neta media por persona",2022,16051
"1606","les Franqueses del Vallès",1,8,"Renta neta media por persona",2022,11634
"1607","les Franqueses del Vallès",1,9,"Renta neta media por persona",2022,15253
"1608","les Franqueses del Vallès",1,10,"Renta neta media por persona",2022,13797
"1609","les Franqueses del Vallès",2,1,"Renta neta media por persona",2022,18556
"1610","Gallifa",1,1,"Renta neta media por persona",2022,22061
"1611","la Garriga",1,1,"Renta neta media por persona",2022,16660
"1612","la Garriga",1,2,"Renta neta media por persona",2022,15740
"1613","la Garriga",1,3,"Renta neta media por persona",2022,15070
"1614","la Garriga",1,4,"Renta neta media por persona",2022,19307
"1615","la Garriga",2,1,"Renta neta media por persona",2022,21831
"1616","la Garriga",2,2,"Renta neta media por persona",2022,16293
"1617","la Garriga",2,3,"Renta neta media por persona",2022,16440
"1618","la Garriga",2,4,"Renta neta media por persona",2022,19132
"1619","la Garriga",2,5,"Renta neta media por persona",2022,19037
"1620","la Garriga",2,6,"Renta neta media por persona",2022,16039
"1621","Gavà",1,1,"Renta neta media por persona",2022,15210
"1622","Gavà",1,2,"Renta neta media por persona",2022,17463
"1623","Gavà",1,3,"Renta neta media por persona",2022,15212
"1624","Gavà",1,4,"Renta neta media por persona",2022,15043
"1625","Gavà",1,5,"Renta neta media por persona",2022,13238
"1626","Gavà",1,6,"Renta neta media por persona",2022,14906
"1627","Gavà",1,7,"Renta neta media por persona",2022,20756
"1628","Gavà",1,8,"Renta neta media por persona",2022,25730
"1629","Gavà",2,1,"Renta neta media por persona",2022,16586
"1630","Gavà",2,2,"Renta neta media por persona",2022,20400
"1631","Gavà",2,3,"Renta neta media por persona",2022,16088
"1632","Gavà",2,4,"Renta neta media por persona",2022,13562
"1633","Gavà",2,5,"Renta neta media por persona",2022,13640
"1634","Gavà",2,6,"Renta neta media por persona",2022,12867
"1635","Gavà",2,7,"Renta neta media por persona",2022,14019
"1636","Gavà",2,8,"Renta neta media por persona",2022,15231
"1637","Gavà",2,9,"Renta neta media por persona",2022,15126
"1638","Gavà",2,10,"Renta neta media por persona",2022,12898
"1639","Gavà",3,1,"Renta neta media por persona",2022,14612
"1640","Gavà",3,2,"Renta neta media por persona",2022,14345
"1641","Gavà",3,3,"Renta neta media por persona",2022,15111
"1642","Gavà",3,4,"Renta neta media por persona",2022,13903
"1643","Gavà",3,5,"Renta neta media por persona",2022,12044
"1644","Gavà",3,6,"Renta neta media por persona",2022,14749
"1645","Gavà",3,7,"Renta neta media por persona",2022,16615
"1646","Gavà",3,8,"Renta neta media por persona",2022,14751
"1647","Gavà",3,9,"Renta neta media por persona",2022,18361
"1648","Gavà",4,1,"Renta neta media por persona",2022,15868
"1649","Gavà",4,2,"Renta neta media por persona",2022,12579
"1650","Gaià",1,1,"Renta neta media por persona",2022,17639
"1651","Gelida",1,1,"Renta neta media por persona",2022,16306
"1652","Gelida",1,2,"Renta neta media por persona",2022,14453
"1653","Gelida",2,1,"Renta neta media por persona",2022,15388
"1654","Gironella",1,1,"Renta neta media por persona",2022,15092
"1655","Gironella",2,1,"Renta neta media por persona",2022,14120
"1656","Gironella",2,2,"Renta neta media por persona",2022,13957
"1657","Gironella",2,3,"Renta neta media por persona",2022,14141
"1658","Gisclareny",1,1,"Renta neta media por persona",2022,17217
"1659","la Granada",1,1,"Renta neta media por persona",2022,15475
"1660","Granollers",1,1,"Renta neta media por persona",2022,20404
"1661","Granollers",1,3,"Renta neta media por persona",2022,16789
"1662","Granollers",1,4,"Renta neta media por persona",2022,16566
"1663","Granollers",1,5,"Renta neta media por persona",2022,18563
"1664","Granollers",1,6,"Renta neta media por persona",2022,10038
"1665","Granollers",1,9,"Renta neta media por persona",2022,10483
"1666","Granollers",1,10,"Renta neta media por persona",2022,12429
"1667","Granollers",1,11,"Renta neta media por persona",2022,12651
"1668","Granollers",2,1,"Renta neta media por persona",2022,17252
"1669","Granollers",2,2,"Renta neta media por persona",2022,19455
"1670","Granollers",2,3,"Renta neta media por persona",2022,19041
"1671","Granollers",2,4,"Renta neta media por persona",2022,12279
"1672","Granollers",2,5,"Renta neta media por persona",2022,13979
"1673","Granollers",2,6,"Renta neta media por persona",2022,16080
"1674","Granollers",2,7,"Renta neta media por persona",2022,14204
"1675","Granollers",3,1,"Renta neta media por persona",2022,18538
"1676","Granollers",3,2,"Renta neta media por persona",2022,13093
"1677","Granollers",3,3,"Renta neta media por persona",2022,13456
"1678","Granollers",3,4,"Renta neta media por persona",2022,17420
"1679","Granollers",3,5,"Renta neta media por persona",2022,15795
"1680","Granollers",3,6,"Renta neta media por persona",2022,18387
"1681","Granollers",3,7,"Renta neta media por persona",2022,12979
"1682","Granollers",3,8,"Renta neta media por persona",2022,11703
"1683","Granollers",3,9,"Renta neta media por persona",2022,19193
"1684","Granollers",3,10,"Renta neta media por persona",2022,15718
"1685","Granollers",4,1,"Renta neta media por persona",2022,18760
"1686","Granollers",4,2,"Renta neta media por persona",2022,14347
"1687","Granollers",4,3,"Renta neta media por persona",2022,12389
"1688","Granollers",4,4,"Renta neta media por persona",2022,12361
"1689","Granollers",4,6,"Renta neta media por persona",2022,13784
"1690","Granollers",4,7,"Renta neta media por persona",2022,16564
"1691","Granollers",4,8,"Renta neta media por persona",2022,13031
"1692","Granollers",4,9,"Renta neta media por persona",2022,12356
"1693","Granollers",4,10,"Renta neta media por persona",2022,17531
"1694","Granollers",4,11,"Renta neta media por persona",2022,18267
"1695","Gualba",1,1,"Renta neta media por persona",2022,16525
"1696","Sant Salvador de Guardiola",1,1,"Renta neta media por persona",2022,16780
"1697","Sant Salvador de Guardiola",1,2,"Renta neta media por persona",2022,13579
"1698","Guardiola de Berguedà",1,1,"Renta neta media por persona",2022,14766
"1699","Gurb",1,1,"Renta neta media por persona",2022,18111
"1700","Gurb",1,2,"Renta neta media por persona",2022,22208
"1701","l'Hospitalet de Llobregat",1,1,"Renta neta media por persona",2022,17235
"1702","l'Hospitalet de Llobregat",1,2,"Renta neta media por persona",2022,14403
"1703","l'Hospitalet de Llobregat",1,3,"Renta neta media por persona",2022,15113
"1704","l'Hospitalet de Llobregat",1,4,"Renta neta media por persona",2022,17306
"1705","l'Hospitalet de Llobregat",1,5,"Renta neta media por persona",2022,16522
"1706","l'Hospitalet de Llobregat",1,6,"Renta neta media por persona",2022,14699
"1707","l'Hospitalet de Llobregat",1,7,"Renta neta media por persona",2022,14526
"1708","l'Hospitalet de Llobregat",1,8,"Renta neta media por persona",2022,17295
"1709","l'Hospitalet de Llobregat",1,9,"Renta neta media por persona",2022,17027
"1710","l'Hospitalet de Llobregat",1,10,"Renta neta media por persona",2022,15389
"1711","l'Hospitalet de Llobregat",1,11,"Renta neta media por persona",2022,18264
"1712","l'Hospitalet de Llobregat",1,12,"Renta neta media por persona",2022,16967
"1713","l'Hospitalet de Llobregat",1,13,"Renta neta media por persona",2022,19097
"1714","l'Hospitalet de Llobregat",1,14,"Renta neta media por persona",2022,13728
"1715","l'Hospitalet de Llobregat",1,15,"Renta neta media por persona",2022,14564
"1716","l'Hospitalet de Llobregat",1,16,"Renta neta media por persona",2022,13837
"1717","l'Hospitalet de Llobregat",1,17,"Renta neta media por persona",2022,14334
"1718","l'Hospitalet de Llobregat",1,18,"Renta neta media por persona",2022,13102
"1719","l'Hospitalet de Llobregat",1,19,"Renta neta media por persona",2022,15301
"1720","l'Hospitalet de Llobregat",1,20,"Renta neta media por persona",2022,15306
"1721","l'Hospitalet de Llobregat",1,21,"Renta neta media por persona",2022,11225
"1722","l'Hospitalet de Llobregat",1,22,"Renta neta media por persona",2022,13252
"1723","l'Hospitalet de Llobregat",1,23,"Renta neta media por persona",2022,15458
"1724","l'Hospitalet de Llobregat",1,24,"Renta neta media por persona",2022,16753
"1725","l'Hospitalet de Llobregat",1,25,"Renta neta media por persona",2022,13430
"1726","l'Hospitalet de Llobregat",1,26,"Renta neta media por persona",2022,12962
"1727","l'Hospitalet de Llobregat",1,27,"Renta neta media por persona",2022,14046
"1728","l'Hospitalet de Llobregat",1,28,"Renta neta media por persona",2022,14001
"1729","l'Hospitalet de Llobregat",1,29,"Renta neta media por persona",2022,14094
"1730","l'Hospitalet de Llobregat",1,30,"Renta neta media por persona",2022,14898
"1731","l'Hospitalet de Llobregat",1,31,"Renta neta media por persona",2022,13139
"1732","l'Hospitalet de Llobregat",1,32,"Renta neta media por persona",2022,15913
"1733","l'Hospitalet de Llobregat",1,33,"Renta neta media por persona",2022,17295
"1734","l'Hospitalet de Llobregat",1,34,"Renta neta media por persona",2022,16311
"1735","l'Hospitalet de Llobregat",1,35,"Renta neta media por persona",2022,15234
"1736","l'Hospitalet de Llobregat",1,36,"Renta neta media por persona",2022,14053
"1737","l'Hospitalet de Llobregat",1,37,"Renta neta media por persona",2022,14690
"1738","l'Hospitalet de Llobregat",1,38,"Renta neta media por persona",2022,15780
"1739","l'Hospitalet de Llobregat",1,39,"Renta neta media por persona",2022,13001
"1740","l'Hospitalet de Llobregat",1,40,"Renta neta media por persona",2022,10576
"1741","l'Hospitalet de Llobregat",1,41,"Renta neta media por persona",2022,18884
"1742","l'Hospitalet de Llobregat",2,1,"Renta neta media por persona",2022,16118
"1743","l'Hospitalet de Llobregat",2,2,"Renta neta media por persona",2022,9887
"1744","l'Hospitalet de Llobregat",2,4,"Renta neta media por persona",2022,10706
"1745","l'Hospitalet de Llobregat",2,5,"Renta neta media por persona",2022,13449
"1746","l'Hospitalet de Llobregat",2,7,"Renta neta media por persona",2022,12012
"1747","l'Hospitalet de Llobregat",2,8,"Renta neta media por persona",2022,16860
"1748","l'Hospitalet de Llobregat",2,9,"Renta neta media por persona",2022,12577
"1749","l'Hospitalet de Llobregat",2,10,"Renta neta media por persona",2022,13680
"1750","l'Hospitalet de Llobregat",2,11,"Renta neta media por persona",2022,9330
"1751","l'Hospitalet de Llobregat",2,12,"Renta neta media por persona",2022,10415
"1752","l'Hospitalet de Llobregat",2,13,"Renta neta media por persona",2022,9802
"1753","l'Hospitalet de Llobregat",2,14,"Renta neta media por persona",2022,10452
"1754","l'Hospitalet de Llobregat",2,16,"Renta neta media por persona",2022,11268
"1755","l'Hospitalet de Llobregat",2,17,"Renta neta media por persona",2022,10169
"1756","l'Hospitalet de Llobregat",2,20,"Renta neta media por persona",2022,10634
"1757","l'Hospitalet de Llobregat",2,21,"Renta neta media por persona",2022,10192
"1758","l'Hospitalet de Llobregat",2,23,"Renta neta media por persona",2022,10094
"1759","l'Hospitalet de Llobregat",2,24,"Renta neta media por persona",2022,10533
"1760","l'Hospitalet de Llobregat",2,26,"Renta neta media por persona",2022,11640
"1761","l'Hospitalet de Llobregat",2,28,"Renta neta media por persona",2022,9297
"1762","l'Hospitalet de Llobregat",2,29,"Renta neta media por persona",2022,9118
"1763","l'Hospitalet de Llobregat",2,31,"Renta neta media por persona",2022,9463
"1764","l'Hospitalet de Llobregat",2,32,"Renta neta media por persona",2022,10194
"1765","l'Hospitalet de Llobregat",2,33,"Renta neta media por persona",2022,9716
"1766","l'Hospitalet de Llobregat",2,34,"Renta neta media por persona",2022,11179
"1767","l'Hospitalet de Llobregat",2,36,"Renta neta media por persona",2022,10231
"1768","l'Hospitalet de Llobregat",2,37,"Renta neta media por persona",2022,10179
"1769","l'Hospitalet de Llobregat",2,38,"Renta neta media por persona",2022,11158
"1770","l'Hospitalet de Llobregat",2,39,"Renta neta media por persona",2022,11972
"1771","l'Hospitalet de Llobregat",2,40,"Renta neta media por persona",2022,9854
"1772","l'Hospitalet de Llobregat",2,42,"Renta neta media por persona",2022,9837
"1773","l'Hospitalet de Llobregat",2,43,"Renta neta media por persona",2022,11708
"1774","l'Hospitalet de Llobregat",2,45,"Renta neta media por persona",2022,9840
"1775","l'Hospitalet de Llobregat",2,46,"Renta neta media por persona",2022,9420
"1776","l'Hospitalet de Llobregat",2,47,"Renta neta media por persona",2022,9898
"1777","l'Hospitalet de Llobregat",2,48,"Renta neta media por persona",2022,10615
"1778","l'Hospitalet de Llobregat",2,49,"Renta neta media por persona",2022,11500
"1779","l'Hospitalet de Llobregat",3,1,"Renta neta media por persona",2022,13661
"1780","l'Hospitalet de Llobregat",3,2,"Renta neta media por persona",2022,12776
"1781","l'Hospitalet de Llobregat",3,3,"Renta neta media por persona",2022,12353
"1782","l'Hospitalet de Llobregat",3,4,"Renta neta media por persona",2022,15468
"1783","l'Hospitalet de Llobregat",3,5,"Renta neta media por persona",2022,14907
"1784","l'Hospitalet de Llobregat",3,6,"Renta neta media por persona",2022,13210
"1785","l'Hospitalet de Llobregat",3,7,"Renta neta media por persona",2022,16787
"1786","l'Hospitalet de Llobregat",3,8,"Renta neta media por persona",2022,16063
"1787","l'Hospitalet de Llobregat",3,9,"Renta neta media por persona",2022,15268
"1788","l'Hospitalet de Llobregat",3,10,"Renta neta media por persona",2022,12989
"1789","l'Hospitalet de Llobregat",3,11,"Renta neta media por persona",2022,12323
"1790","l'Hospitalet de Llobregat",3,12,"Renta neta media por persona",2022,13951
"1791","l'Hospitalet de Llobregat",3,13,"Renta neta media por persona",2022,14276
